sample_id,label,captured_at,rgb_image,skeleton_image,people_count,left_shoulder_x,left_shoulder_y,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_visibility,left_hip_x,left_hip_y,left_hip_visibility,right_hip_x,right_hip_y,right_hip_visibility,landmarks_json
sample_0030,upper_body,2026-08-17T04:29:32.336+09:00,sample_0030_upper_body_20260817_042932_334821_rgb.jpg,sample_0030_upper_body_20260817_042932_334821_skeleton.jpg,1,0.545143,0.483445,0.999818,0.378782,0.478101,0.999749,0.510122,0.825147,0.998952,0.417166,0.827394,0.998947,"[{""index"":0,""x"":0.480635,""y"":0.356809,""visibility"":0.999518},{""index"":1,""x"":0.488484,""y"":0.331334,""visibility"":0.999301},{""index"":2,""x"":0.493388,""y"":0.331215,""visibility"":0.999279},{""index"":3,""x"":0.49825,""y"":0.331225,""visibility"":0.999248},{""index"":4,""x"":0.469101,""y"":0.329775,""visibility"":0.999245},{""index"":5,""x"":0.461564,""y"":0.32912,""visibility"":0.999233},{""index"":6,""x"":0.454392,""y"":0.328886,""visibility"":0.999205},{""index"":7,""x"":0.499427,""y"":0.340727,""visibility"":0.999164},{""index"":8,""x"":0.442788,""y"":0.339077,""visibility"":0.999409},{""index"":9,""x"":0.489386,""y"":0.375792,""visibility"":0.999741},{""index"":10,""x"":0.465574,""y"":0.375678,""visibility"":0.99977},{""index"":11,""x"":0.545143,""y"":0.483445,""visibility"":0.999818},{""index"":12,""x"":0.378782,""y"":0.478101,""visibility"":0.999749},{""index"":13,""x"":0.576418,""y"":0.654435,""visibility"":0.995151},{""index"":14,""x"":0.342892,""y"":0.654739,""visibility"":0.992031},{""index"":15,""x"":0.610055,""y"":0.797031,""visibility"":0.990216},{""index"":16,""x"":0.338024,""y"":0.814159,""visibility"":0.984694},{""index"":17,""x"":0.624712,""y"":0.841681,""visibility"":0.977629},{""index"":18,""x"":0.329196,""y"":0.865159,""visibility"":0.973088},{""index"":19,""x"":0.619625,""y"":0.843062,""visibility"":0.979551},{""index"":20,""x"":0.342942,""y"":0.863663,""visibility"":0.975155},{""index"":21,""x"":0.613562,""y"":0.825236,""visibility"":0.982757},{""index"":22,""x"":0.350549,""y"":0.843968,""visibility"":0.976891},{""index"":23,""x"":0.510122,""y"":0.825147,""visibility"":0.998952},{""index"":24,""x"":0.417166,""y"":0.827394,""visibility"":0.998947},{""index"":25,""x"":0.512794,""y"":1.037873,""visibility"":0.821188},{""index"":26,""x"":0.418605,""y"":1.043584,""visibility"":0.889912},{""index"":27,""x"":0.491222,""y"":1.237642,""visibility"":0.344003},{""index"":28,""x"":0.426159,""y"":1.249085,""visibility"":0.45048},{""index"":32,""x"":0.437509,""y"":1.33589,""visibility"":0.204342}]"
sample_0031,upper_body,2026-08-17T04:29:32.617+09:00,sample_0031_upper_body_20260817_042932_616207_rgb.jpg,sample_0031_upper_body_20260817_042932_616207_skeleton.jpg,1,0.5519,0.484155,0.999894,0.37927,0.481309,0.999839,0.508457,0.824586,0.998654,0.41535,0.82758,0.998579,"[{""index"":0,""x"":0.469975,""y"":0.355554,""visibility"":0.999846},{""index"":1,""x"":0.47871,""y"":0.329702,""visibility"":0.999762},{""index"":2,""x"":0.484359,""y"":0.329371,""visibility"":0.99976},{""index"":3,""x"":0.489665,""y"":0.329034,""visibility"":0.999741},{""index"":4,""x"":0.457431,""y"":0.329717,""visibility"":0.999735},{""index"":5,""x"":0.450224,""y"":0.329813,""visibility"":0.999726},{""index"":6,""x"":0.443759,""y"":0.330233,""visibility"":0.999699},{""index"":7,""x"":0.494405,""y"":0.338086,""visibility"":0.999722},{""index"":8,""x"":0.435817,""y"":0.341469,""visibility"":0.999788},{""index"":9,""x"":0.482097,""y"":0.376216,""visibility"":0.999914},{""index"":10,""x"":0.456891,""y"":0.376441,""visibility"":0.999916},{""index"":11,""x"":0.5519,""y"":0.484155,""visibility"":0.999894},{""index"":12,""x"":0.37927,""y"":0.481309,""visibility"":0.999839},{""index"":13,""x"":0.584283,""y"":0.656051,""visibility"":0.997556},{""index"":14,""x"":0.33876,""y"":0.659447,""visibility"":0.992711},{""index"":15,""x"":0.61394,""y"":0.800131,""visibility"":0.990102},{""index"":16,""x"":0.329128,""y"":0.818321,""visibility"":0.980015},{""index"":17,""x"":0.628898,""y"":0.842734,""visibility"":0.975437},{""index"":18,""x"":0.317773,""y"":0.871224,""visibility"":0.963848},{""index"":19,""x"":0.620909,""y"":0.843813,""visibility"":0.978467},{""index"":20,""x"":0.332157,""y"":0.871737,""visibility"":0.967472},{""index"":21,""x"":0.615271,""y"":0.826632,""visibility"":0.981489},{""index"":22,""x"":0.339834,""y"":0.855058,""visibility"":0.970296},{""index"":23,""x"":0.508457,""y"":0.824586,""visibility"":0.998654},{""index"":24,""x"":0.41535,""y"":0.82758,""visibility"":0.998579},{""index"":25,""x"":0.512133,""y"":1.04678,""visibility"":0.819171},{""index"":26,""x"":0.412404,""y"":1.047464,""visibility"":0.885235},{""index"":27,""x"":0.494807,""y"":1.234225,""visibility"":0.308711},{""index"":28,""x"":0.419532,""y"":1.244,""visibility"":0.404155}]"
sample_0032,upper_body,2026-08-17T04:29:32.939+09:00,sample_0032_upper_body_20260817_042932_937594_rgb.jpg,sample_0032_upper_body_20260817_042932_937594_skeleton.jpg,1,0.551741,0.477806,0.999879,0.382852,0.485723,0.999813,0.509436,0.829255,0.998685,0.415861,0.829209,0.998579,"[{""index"":0,""x"":0.459678,""y"":0.357279,""visibility"":0.99983},{""index"":1,""x"":0.468934,""y"":0.329124,""visibility"":0.999753},{""index"":2,""x"":0.475903,""y"":0.328257,""visibility"":0.999755},{""index"":3,""x"":0.481595,""y"":0.327393,""visibility"":0.999739},{""index"":4,""x"":0.446005,""y"":0.331022,""visibility"":0.999715},{""index"":5,""x"":0.439296,""y"":0.331627,""visibility"":0.999704},{""index"":6,""x"":0.433922,""y"":0.332414,""visibility"":0.999675},{""index"":7,""x"":0.488535,""y"":0.335879,""visibility"":0.999739},{""index"":8,""x"":0.428582,""y"":0.343617,""visibility"":0.999771},{""index"":9,""x"":0.474721,""y"":0.375542,""visibility"":0.999908},{""index"":10,""x"":0.448625,""y"":0.37771,""visibility"":0.999903},{""index"":11,""x"":0.551741,""y"":0.477806,""visibility"":0.999879},{""index"":12,""x"":0.382852,""y"":0.485723,""visibility"":0.999813},{""index"":13,""x"":0.582121,""y"":0.652461,""visibility"":0.997449},{""index"":14,""x"":0.347084,""y"":0.660126,""visibility"":0.990732},{""index"":15,""x"":0.603349,""y"":0.804415,""visibility"":0.989791},{""index"":16,""x"":0.340281,""y"":0.81691,""visibility"":0.97711},{""index"":17,""x"":0.611055,""y"":0.852994,""visibility"":0.975296},{""index"":18,""x"":0.32903,""y"":0.872104,""visibility"":0.960878},{""index"":19,""x"":0.602624,""y"":0.852141,""visibility"":0.977799},{""index"":20,""x"":0.3448,""y"":0.871017,""visibility"":0.964052},{""index"":21,""x"":0.597855,""y"":0.832596,""visibility"":0.981095},{""index"":22,""x"":0.351034,""y"":0.852701,""visibility"":0.967349},{""index"":23,""x"":0.509436,""y"":0.829255,""visibility"":0.998685},{""index"":24,""x"":0.415861,""y"":0.829209,""visibility"":0.998579},{""index"":25,""x"":0.509691,""y"":1.045862,""visibility"":0.813609},{""index"":26,""x"":0.421587,""y"":1.059168,""visibility"":0.889144},{""index"":27,""x"":0.489772,""y"":1.24004,""visibility"":0.331012},{""index"":28,""x"":0.422183,""y"":1.248849,""visibility"":0.428712}]"
sample_0033,full_body,2026-08-17T04:29:38.324+09:00,sample_0033_full_body_20260817_042938_322411_rgb.jpg,sample_0033_full_body_20260817_042938_322411_skeleton.jpg,1,0.514357,0.499302,0.999934,0.401114,0.496869,0.999973,0.488681,0.71319,0.999434,0.422901,0.716708,0.999473,"[{""index"":0,""x"":0.459987,""y"":0.395061,""visibility"":0.99998},{""index"":1,""x"":0.465639,""y"":0.379409,""visibility"":0.999942},{""index"":2,""x"":0.469959,""y"":0.379271,""visibility"":0.999927},{""index"":3,""x"":0.473441,""y"":0.379225,""visibility"":0.999917},{""index"":4,""x"":0.451813,""y"":0.381178,""visibility"":0.999961},{""index"":5,""x"":0.447587,""y"":0.382389,""visibility"":0.99996},{""index"":6,""x"":0.443776,""y"":0.383967,""visibility"":0.99996},{""index"":7,""x"":0.476283,""y"":0.389155,""visibility"":0.999936},{""index"":8,""x"":0.436636,""y"":0.395101,""visibility"":0.999979},{""index"":9,""x"":0.468483,""y"":0.410235,""visibility"":0.999991},{""index"":10,""x"":0.451863,""y"":0.410988,""visibility"":0.999996},{""index"":11,""x"":0.514357,""y"":0.499302,""visibility"":0.999934},{""index"":12,""x"":0.401114,""y"":0.496869,""visibility"":0.999973},{""index"":13,""x"":0.547564,""y"":0.606062,""visibility"":0.992},{""index"":14,""x"":0.351519,""y"":0.593793,""visibility"":0.993307},{""index"":15,""x"":0.534608,""y"":0.594877,""visibility"":0.9851},{""index"":16,""x"":0.380212,""y"":0.584155,""visibility"":0.988885},{""index"":17,""x"":0.529339,""y"":0.60262,""visibility"":0.966028},{""index"":18,""x"":0.394006,""y"":0.589976,""visibility"":0.969728},{""index"":19,""x"":0.520945,""y"":0.591242,""visibility"":0.963575},{""index"":20,""x"":0.39979,""y"":0.57665,""visibility"":0.966156},{""index"":21,""x"":0.521002,""y"":0.587157,""visibility"":0.951953},{""index"":22,""x"":0.397225,""y"":0.575486,""visibility"":0.951233},{""index"":23,""x"":0.488681,""y"":0.71319,""visibility"":0.999434},{""index"":24,""x"":0.422901,""y"":0.716708,""visibility"":0.999473},{""index"":25,""x"":0.486175,""y"":0.891207,""visibility"":0.959611},{""index"":26,""x"":0.424923,""y"":0.893709,""visibility"":0.948728},{""index"":27,""x"":0.485292,""y"":1.007174,""visibility"":0.845815},{""index"":28,""x"":0.429146,""y"":1.010476,""visibility"":0.87397},{""index"":29,""x"":0.477413,""y"":1.018842,""visibility"":0.580471},{""index"":30,""x"":0.43831,""y"":1.027889,""visibility"":0.567457},{""index"":31,""x"":0.479642,""y"":1.073268,""visibility"":0.808521},{""index"":32,""x"":0.430584,""y"":1.076804,""visibility"":0.822902}]"
sample_0034,full_body,2026-08-17T04:29:38.452+09:00,sample_0034_full_body_20260817_042938_451258_rgb.jpg,sample_0034_full_body_20260817_042938_451258_skeleton.jpg,1,0.513479,0.494925,0.999937,0.402749,0.497988,0.999967,0.488273,0.711399,0.999374,0.426524,0.711821,0.999318,"[{""index"":0,""x"":0.452555,""y"":0.400683,""visibility"":0.999962},{""index"":1,""x"":0.458703,""y"":0.383934,""visibility"":0.999898},{""index"":2,""x"":0.463798,""y"":0.383662,""visibility"":0.999876},{""index"":3,""x"":0.467988,""y"":0.383426,""visibility"":0.99985},{""index"":4,""x"":0.444785,""y"":0.386502,""visibility"":0.99993},{""index"":5,""x"":0.440953,""y"":0.388001,""visibility"":0.999929},{""index"":6,""x"":0.437501,""y"":0.389676,""visibility"":0.999925},{""index"":7,""x"":0.472911,""y"":0.39268,""visibility"":0.999926},{""index"":8,""x"":0.431176,""y"":0.400268,""visibility"":0.99997},{""index"":9,""x"":0.462925,""y"":0.415858,""visibility"":0.99999},{""index"":10,""x"":0.445272,""y"":0.417025,""visibility"":0.999995},{""index"":11,""x"":0.513479,""y"":0.494925,""visibility"":0.999937},{""index"":12,""x"":0.402749,""y"":0.497988,""visibility"":0.999967},{""index"":13,""x"":0.565356,""y"":0.584415,""visibility"":0.99653},{""index"":14,""x"":0.358903,""y"":0.591546,""visibility"":0.994336},{""index"":15,""x"":0.538552,""y"":0.573075,""visibility"":0.991748},{""index"":16,""x"":0.378827,""y"":0.584013,""visibility"":0.989948},{""index"":17,""x"":0.530795,""y"":0.578742,""visibility"":0.972257},{""index"":18,""x"":0.388464,""y"":0.588355,""visibility"":0.96741},{""index"":19,""x"":0.522465,""y"":0.568668,""visibility"":0.969498},{""index"":20,""x"":0.396105,""y"":0.57592,""visibility"":0.962953},{""index"":21,""x"":0.522524,""y"":0.567059,""visibility"":0.961316},{""index"":22,""x"":0.395455,""y"":0.57327,""visibility"":0.949949},{""index"":23,""x"":0.488273,""y"":0.711399,""visibility"":0.999374},{""index"":24,""x"":0.426524,""y"":0.711821,""visibility"":0.999318},{""index"":25,""x"":0.490711,""y"":0.887092,""visibility"":0.904651},{""index"":26,""x"":0.425328,""y"":0.894444,""visibility"":0.867036},{""index"":27,""x"":0.486436,""y"":1.007405,""visibility"":0.69451},{""index"":28,""x"":0.430143,""y"":1.00986,""visibility"":0.732209},{""index"":29,""x"":0.483834,""y"":1.025783,""visibility"":0.413122},{""index"":30,""x"":0.438531,""y"":1.024796,""visibility"":0.438455},{""index"":31,""x"":0.480786,""y"":1.073174,""visibility"":0.610802},{""index"":32,""x"":0.428812,""y"":1.072463,""visibility"":0.63624}]"
sample_0035,full_body,2026-08-17T04:29:38.613+09:00,sample_0035_full_body_20260817_042938_611805_rgb.jpg,sample_0035_full_body_20260817_042938_611805_skeleton.jpg,1,0.517759,0.487832,0.999957,0.400697,0.498394,0.999949,0.495945,0.714088,0.999728,0.429659,0.716176,0.999617,"[{""index"":0,""x"":0.445774,""y"":0.400855,""visibility"":0.999981},{""index"":1,""x"":0.452523,""y"":0.384986,""visibility"":0.999958},{""index"":2,""x"":0.458279,""y"":0.384504,""visibility"":0.999953},{""index"":3,""x"":0.463005,""y"":0.384125,""visibility"":0.999941},{""index"":4,""x"":0.4389,""y"":0.387275,""visibility"":0.999966},{""index"":5,""x"":0.435554,""y"":0.388357,""visibility"":0.999965},{""index"":6,""x"":0.432646,""y"":0.389563,""visibility"":0.99996},{""index"":7,""x"":0.469753,""y"":0.392825,""visibility"":0.999979},{""index"":8,""x"":0.42861,""y"":0.400178,""visibility"":0.999986},{""index"":9,""x"":0.457715,""y"":0.41498,""visibility"":0.999995},{""index"":10,""x"":0.439948,""y"":0.416363,""visibility"":0.999996},{""index"":11,""x"":0.517759,""y"":0.487832,""visibility"":0.999957},{""index"":12,""x"":0.400697,""y"":0.498394,""visibility"":0.999949},{""index"":13,""x"":0.569788,""y"":0.577897,""visibility"":0.999571},{""index"":14,""x"":0.369141,""y"":0.612214,""visibility"":0.997757},{""index"":15,""x"":0.537631,""y"":0.584357,""visibility"":0.998638},{""index"":16,""x"":0.380362,""y"":0.584329,""visibility"":0.996996},{""index"":17,""x"":0.521039,""y"":0.595457,""visibility"":0.994203},{""index"":18,""x"":0.385868,""y"":0.583542,""visibility"":0.991587},{""index"":19,""x"":0.514073,""y"":0.584412,""visibility"":0.993203},{""index"":20,""x"":0.392368,""y"":0.569081,""visibility"":0.989672},{""index"":21,""x"":0.515156,""y"":0.580229,""visibility"":0.992481},{""index"":22,""x"":0.392226,""y"":0.569372,""visibility"":0.986468},{""index"":23,""x"":0.495945,""y"":0.714088,""visibility"":0.999728},{""index"":24,""x"":0.429659,""y"":0.716176,""visibility"":0.999617},{""index"":25,""x"":0.493954,""y"":0.902126,""visibility"":0.968856},{""index"":26,""x"":0.428107,""y"":0.89716,""visibility"":0.973342},{""index"":27,""x"":0.490569,""y"":1.013451,""visibility"":0.645902},{""index"":28,""x"":0.435781,""y"":1.020086,""visibility"":0.702734},{""index"":29,""x"":0.488442,""y"":1.040655,""visibility"":0.426979},{""index"":30,""x"":0.439519,""y"":1.034618,""visibility"":0.404625},{""index"":31,""x"":0.486899,""y"":1.09268,""visibility"":0.310276},{""index"":32,""x"":0.434898,""y"":1.088745,""visibility"":0.309963}]"
sample_0036,full_body,2026-08-17T04:29:39.056+09:00,sample_0036_full_body_20260817_042939_055414_rgb.jpg,sample_0036_full_body_20260817_042939_055414_skeleton.jpg,1,0.519074,0.487279,0.999659,0.407319,0.498062,0.999221,0.493526,0.726866,0.998273,0.430498,0.72777,0.997566,"[{""index"":0,""x"":0.41861,""y"":0.409005,""visibility"":0.995444},{""index"":1,""x"":0.426289,""y"":0.392588,""visibility"":0.99427},{""index"":2,""x"":0.429666,""y"":0.391227,""visibility"":0.994112},{""index"":3,""x"":0.433196,""y"":0.389908,""visibility"":0.994135},{""index"":4,""x"":0.421443,""y"":0.394609,""visibility"":0.992683},{""index"":5,""x"":0.421327,""y"":0.394772,""visibility"":0.992123},{""index"":6,""x"":0.421396,""y"":0.394738,""visibility"":0.991812},{""index"":7,""x"":0.45133,""y"":0.392949,""visibility"":0.99703},{""index"":8,""x"":0.430415,""y"":0.39795,""visibility"":0.995151},{""index"":9,""x"":0.42977,""y"":0.421374,""visibility"":0.998935},{""index"":10,""x"":0.42302,""y"":0.42361,""visibility"":0.998427},{""index"":11,""x"":0.519074,""y"":0.487279,""visibility"":0.999659},{""index"":12,""x"":0.407319,""y"":0.498062,""visibility"":0.999221},{""index"":13,""x"":0.566548,""y"":0.562355,""visibility"":0.992093},{""index"":14,""x"":0.366244,""y"":0.5877,""visibility"":0.930458},{""index"":15,""x"":0.550103,""y"":0.614457,""visibility"":0.966283},{""index"":16,""x"":0.357474,""y"":0.599266,""visibility"":0.896795},{""index"":17,""x"":0.546457,""y"":0.636953,""visibility"":0.915959},{""index"":18,""x"":0.351614,""y"":0.602982,""visibility"":0.847968},{""index"":19,""x"":0.535534,""y"":0.632242,""visibility"":0.918626},{""index"":20,""x"":0.361794,""y"":0.58964,""visibility"":0.851706},{""index"":21,""x"":0.533832,""y"":0.62626,""visibility"":0.913368},{""index"":22,""x"":0.364206,""y"":0.590208,""visibility"":0.83602},{""index"":23,""x"":0.493526,""y"":0.726866,""visibility"":0.998273},{""index"":24,""x"":0.430498,""y"":0.72777,""visibility"":0.997566},{""index"":25,""x"":0.494654,""y"":0.906241,""visibility"":0.930078},{""index"":26,""x"":0.425853,""y"":0.906693,""visibility"":0.914901},{""index"":27,""x"":0.487396,""y"":1.014739,""visibility"":0.685213},{""index"":28,""x"":0.437872,""y"":1.01822,""visibility"":0.759761},{""index"":29,""x"":0.4817,""y"":1.031035,""visibility"":0.373304},{""index"":30,""x"":0.448717,""y"":1.052672,""visibility"":0.444625},{""index"":31,""x"":0.479071,""y"":1.095791,""visibility"":0.542682},{""index"":32,""x"":0.424429,""y"":1.099722,""visibility"":0.621771}]"
sample_0037,full_body,2026-08-17T04:29:39.213+09:00,sample_0037_full_body_20260817_042939_211484_rgb.jpg,sample_0037_full_body_20260817_042939_211484_skeleton.jpg,1,0.519074,0.487279,0.999659,0.407319,0.498062,0.999221,0.493526,0.726866,0.998273,0.430498,0.72777,0.997566,"[{""index"":0,""x"":0.41861,""y"":0.409005,""visibility"":0.995444},{""index"":1,""x"":0.426289,""y"":0.392588,""visibility"":0.99427},{""index"":2,""x"":0.429666,""y"":0.391227,""visibility"":0.994112},{""index"":3,""x"":0.433196,""y"":0.389908,""visibility"":0.994135},{""index"":4,""x"":0.421443,""y"":0.394609,""visibility"":0.992683},{""index"":5,""x"":0.421327,""y"":0.394772,""visibility"":0.992123},{""index"":6,""x"":0.421396,""y"":0.394738,""visibility"":0.991812},{""index"":7,""x"":0.45133,""y"":0.392949,""visibility"":0.99703},{""index"":8,""x"":0.430415,""y"":0.39795,""visibility"":0.995151},{""index"":9,""x"":0.42977,""y"":0.421374,""visibility"":0.998935},{""index"":10,""x"":0.42302,""y"":0.42361,""visibility"":0.998427},{""index"":11,""x"":0.519074,""y"":0.487279,""visibility"":0.999659},{""index"":12,""x"":0.407319,""y"":0.498062,""visibility"":0.999221},{""index"":13,""x"":0.566548,""y"":0.562355,""visibility"":0.992093},{""index"":14,""x"":0.366244,""y"":0.5877,""visibility"":0.930458},{""index"":15,""x"":0.550103,""y"":0.614457,""visibility"":0.966283},{""index"":16,""x"":0.357474,""y"":0.599266,""visibility"":0.896795},{""index"":17,""x"":0.546457,""y"":0.636953,""visibility"":0.915959},{""index"":18,""x"":0.351614,""y"":0.602982,""visibility"":0.847968},{""index"":19,""x"":0.535534,""y"":0.632242,""visibility"":0.918626},{""index"":20,""x"":0.361794,""y"":0.58964,""visibility"":0.851706},{""index"":21,""x"":0.533832,""y"":0.62626,""visibility"":0.913368},{""index"":22,""x"":0.364206,""y"":0.590208,""visibility"":0.83602},{""index"":23,""x"":0.493526,""y"":0.726866,""visibility"":0.998273},{""index"":24,""x"":0.430498,""y"":0.72777,""visibility"":0.997566},{""index"":25,""x"":0.494654,""y"":0.906241,""visibility"":0.930078},{""index"":26,""x"":0.425853,""y"":0.906693,""visibility"":0.914901},{""index"":27,""x"":0.487396,""y"":1.014739,""visibility"":0.685213},{""index"":28,""x"":0.437872,""y"":1.01822,""visibility"":0.759761},{""index"":29,""x"":0.4817,""y"":1.031035,""visibility"":0.373304},{""index"":30,""x"":0.448717,""y"":1.052672,""visibility"":0.444625},{""index"":31,""x"":0.479071,""y"":1.095791,""visibility"":0.542682},{""index"":32,""x"":0.424429,""y"":1.099722,""visibility"":0.621771}]"
sample_0038,full_body,2026-08-17T04:29:39.554+09:00,sample_0038_full_body_20260817_042939_552961_rgb.jpg,sample_0038_full_body_20260817_042939_552961_skeleton.jpg,1,0.526743,0.510094,0.999804,0.415166,0.477371,0.999834,0.482801,0.730765,0.999085,0.415311,0.72329,0.998947,"[{""index"":0,""x"":0.453895,""y"":0.406587,""visibility"":0.999898},{""index"":1,""x"":0.464766,""y"":0.393247,""visibility"":0.999806},{""index"":2,""x"":0.469623,""y"":0.394522,""visibility"":0.999783},{""index"":3,""x"":0.474573,""y"":0.395913,""visibility"":0.999766},{""index"":4,""x"":0.456638,""y"":0.390972,""visibility"":0.99978},{""index"":5,""x"":0.4552,""y"":0.390437,""visibility"":0.999745},{""index"":6,""x"":0.453411,""y"":0.389893,""visibility"":0.999706},{""index"":7,""x"":0.488681,""y"":0.405905,""visibility"":0.999861},{""index"":8,""x"":0.45597,""y"":0.397312,""visibility"":0.999876},{""index"":9,""x"":0.462188,""y"":0.425601,""visibility"":0.99996},{""index"":10,""x"":0.450666,""y"":0.424194,""visibility"":0.99997},{""index"":11,""x"":0.526743,""y"":0.510094,""visibility"":0.999804},{""index"":12,""x"":0.415166,""y"":0.477371,""visibility"":0.999834},{""index"":13,""x"":0.548724,""y"":0.60737,""visibility"":0.998293},{""index"":14,""x"":0.354012,""y"":0.541649,""visibility"":0.996984},{""index"":15,""x"":0.551912,""y"":0.620332,""visibility"":0.997166},{""index"":16,""x"":0.378292,""y"":0.572197,""visibility"":0.995719},{""index"":17,""x"":0.554333,""y"":0.639258,""visibility"":0.992539},{""index"":18,""x"":0.387686,""y"":0.589759,""visibility"":0.988668},{""index"":19,""x"":0.547027,""y"":0.631102,""visibility"":0.99251},{""index"":20,""x"":0.397272,""y"":0.58062,""visibility"":0.988085},{""index"":21,""x"":0.544597,""y"":0.625991,""visibility"":0.991456},{""index"":22,""x"":0.396375,""y"":0.575473,""visibility"":0.98631},{""index"":23,""x"":0.482801,""y"":0.730765,""visibility"":0.999085},{""index"":24,""x"":0.415311,""y"":0.72329,""visibility"":0.998947},{""index"":25,""x"":0.488151,""y"":0.912699,""visibility"":0.970521},{""index"":26,""x"":0.419842,""y"":0.910395,""visibility"":0.966283},{""index"":27,""x"":0.484455,""y"":1.019423,""visibility"":0.688364},{""index"":28,""x"":0.430068,""y"":1.028815,""visibility"":0.762954},{""index"":29,""x"":0.480802,""y"":1.055636,""visibility"":0.369656},{""index"":30,""x"":0.435851,""y"":1.05564,""visibility"":0.38318},{""index"":31,""x"":0.478954,""y"":1.102618,""visibility"":0.420897},{""index"":32,""x"":0.420785,""y"":1.101372,""visibility"":0.454291}]"
sample_0039,full_body,2026-08-17T04:29:39.774+09:00,sample_0039_full_body_20260817_042939_772560_rgb.jpg,sample_0039_full_body_20260817_042939_772560_skeleton.jpg,1,0.523644,0.512292,0.999202,0.413904,0.479996,0.999508,0.482408,0.734375,0.99811,0.414123,0.725737,0.998028,"[{""index"":0,""x"":0.451456,""y"":0.402171,""visibility"":0.999299},{""index"":1,""x"":0.461627,""y"":0.389157,""visibility"":0.998849},{""index"":2,""x"":0.465736,""y"":0.39011,""visibility"":0.99875},{""index"":3,""x"":0.47016,""y"":0.391316,""visibility"":0.998562},{""index"":4,""x"":0.454408,""y"":0.387051,""visibility"":0.99884},{""index"":5,""x"":0.453108,""y"":0.386513,""visibility"":0.998716},{""index"":6,""x"":0.45134,""y"":0.386068,""visibility"":0.998551},{""index"":7,""x"":0.484506,""y"":0.401287,""visibility"":0.999242},{""index"":8,""x"":0.454566,""y"":0.394706,""visibility"":0.99929},{""index"":9,""x"":0.459266,""y"":0.421267,""visibility"":0.999755},{""index"":10,""x"":0.448867,""y"":0.42051,""visibility"":0.999804},{""index"":11,""x"":0.523644,""y"":0.512292,""visibility"":0.999202},{""index"":12,""x"":0.413904,""y"":0.479996,""visibility"":0.999508},{""index"":13,""x"":0.542485,""y"":0.629059,""visibility"":0.994043},{""index"":14,""x"":0.367143,""y"":0.562432,""visibility"":0.989347},{""index"":15,""x"":0.543987,""y"":0.618984,""visibility"":0.99178},{""index"":16,""x"":0.377599,""y"":0.578922,""visibility"":0.991652},{""index"":17,""x"":0.546576,""y"":0.632804,""visibility"":0.980091},{""index"":18,""x"":0.382681,""y"":0.590521,""visibility"":0.982624},{""index"":19,""x"":0.535714,""y"":0.619213,""visibility"":0.979977},{""index"":20,""x"":0.392717,""y"":0.57882,""visibility"":0.981489},{""index"":21,""x"":0.533519,""y"":0.616527,""visibility"":0.977197},{""index"":22,""x"":0.392691,""y"":0.575275,""visibility"":0.977066},{""index"":23,""x"":0.482408,""y"":0.734375,""visibility"":0.99811},{""index"":24,""x"":0.414123,""y"":0.725737,""visibility"":0.998028},{""index"":25,""x"":0.48859,""y"":0.917226,""visibility"":0.961244},{""index"":26,""x"":0.419883,""y"":0.915836,""visibility"":0.95388},{""index"":27,""x"":0.483506,""y"":1.025498,""visibility"":0.63861},{""index"":28,""x"":0.431476,""y"":1.035747,""visibility"":0.710025},{""index"":29,""x"":0.47963,""y"":1.058624,""visibility"":0.304869},{""index"":30,""x"":0.43684,""y"":1.06019,""visibility"":0.321886},{""index"":31,""x"":0.475986,""y"":1.107762,""visibility"":0.388676},{""index"":32,""x"":0.423177,""y"":1.107087,""visibility"":0.420719}]"
